addition([train(39916)], [train(28084)], 10).
addition([train(55406)], [train(1621)], 17).
addition([train(1658)], [train(49180)], 8).
addition([train(5986)], [train(55977)], 13).
addition([train(24844)], [train(4127)], 11).
addition([train(11095)], [train(6311)], 3).
addition([train(55644)], [train(4059)], 7).
addition([train(9478)], [train(25773)], 0).
addition([train(11757)], [train(30488)], 12).
addition([train(16023)], [train(31013)], 13).
addition([train(4945)], [train(55451)], 15).
addition([train(51725)], [train(1383)], 17).
addition([train(36923)], [train(29644)], 10).
addition([train(38560)], [train(25177)], 7).
addition([train(5223)], [train(56585)], 10).
addition([train(56595)], [train(8913)], 11).
addition([train(17308)], [train(49501)], 7).
addition([train(18464)], [train(12218)], 3).
addition([train(44501)], [train(40849)], 11).
addition([train(28114)], [train(3082)], 17).
addition([train(18210)], [train(14038)], 3).
addition([train(50963)], [train(35010)], 10).
addition([train(43697)], [train(51032)], 15).
addition([train(4099)], [train(3992)], 11).
addition([train(6244)], [train(22801)], 6).
addition([train(45119)], [train(38281)], 12).
addition([train(53335)], [train(42458)], 17).
addition([train(30583)], [train(53817)], 17).
addition([train(41744)], [train(52519)], 5).
addition([train(17076)], [train(48074)], 5).
addition([train(55285)], [train(37543)], 4).
addition([train(40235)], [train(52515)], 13).
addition([train(45288)], [train(28669)], 4).
addition([train(22084)], [train(945)], 10).
addition([train(49913)], [train(51056)], 7).
addition([train(54486)], [train(27237)], 9).
addition([train(49837)], [train(39639)], 1).
addition([train(35238)], [train(43949)], 10).
addition([train(50356)], [train(40410)], 9).
addition([train(23099)], [train(47708)], 6).
addition([train(12591)], [train(37201)], 2).
addition([train(2860)], [train(8954)], 16).
addition([train(57446)], [train(16967)], 11).
addition([train(33630)], [train(22943)], 7).
addition([train(50059)], [train(36135)], 13).
addition([train(24974)], [train(55569)], 10).
addition([train(48624)], [train(40215)], 11).
addition([train(44516)], [train(2630)], 8).
addition([train(13132)], [train(49050)], 8).
addition([train(55952)], [train(23597)], 7).
addition([train(2083)], [train(9306)], 10).
addition([train(12415)], [train(29315)], 2).
addition([train(25479)], [train(55910)], 9).
addition([train(12715)], [train(17368)], 13).
addition([train(59885)], [train(11465)], 15).
addition([train(41835)], [train(9091)], 6).
addition([train(32713)], [train(11794)], 9).
addition([train(57809)], [train(30415)], 15).
addition([train(10839)], [train(26546)], 13).
addition([train(28146)], [train(51042)], 13).
addition([train(54797)], [train(54924)], 5).
addition([train(3528)], [train(25641)], 12).
addition([train(38013)], [train(47661)], 11).
addition([train(16130)], [train(41109)], 5).
addition([train(50951)], [train(11689)], 8).
addition([train(19428)], [train(20685)], 12).
addition([train(19104)], [train(43440)], 6).
addition([train(37033)], [train(54042)], 10).
addition([train(49064)], [train(12565)], 16).
addition([train(41030)], [train(41212)], 3).
addition([train(27534)], [train(43448)], 6).
addition([train(35902)], [train(17661)], 3).
addition([train(34813)], [train(48065)], 11).
addition([train(32094)], [train(32825)], 6).
addition([train(28894)], [train(12874)], 4).
addition([train(51946)], [train(22212)], 9).
addition([train(8686)], [train(15682)], 12).
addition([train(34857)], [train(48230)], 10).
addition([train(529)], [train(8998)], 18).
addition([train(52133)], [train(3905)], 4).
addition([train(52927)], [train(21083)], 8).
addition([train(10942)], [train(2443)], 8).
addition([train(17867)], [train(2572)], 7).
addition([train(19730)], [train(31616)], 11).
addition([train(51738)], [train(43634)], 6).
addition([train(1255)], [train(1280)], 6).
addition([train(48894)], [train(14930)], 16).
addition([train(51457)], [train(19108)], 11).
addition([train(11656)], [train(54507)], 10).
addition([train(26447)], [train(40301)], 5).
addition([train(59823)], [train(4640)], 11).
addition([train(1196)], [train(25534)], 8).
addition([train(16935)], [train(3257)], 16).
addition([train(28119)], [train(15267)], 11).
addition([train(18263)], [train(43096)], 8).
addition([train(56601)], [train(5604)], 7).
addition([train(40695)], [train(57486)], 5).
addition([train(7512)], [train(34617)], 9).
addition([train(21164)], [train(8806)], 3).
addition([train(40394)], [train(30932)], 6).
addition([train(53573)], [train(41509)], 5).
addition([train(22385)], [train(53317)], 15).
addition([train(10951)], [train(29326)], 16).
addition([train(26135)], [train(43660)], 17).
addition([train(45650)], [train(58992)], 5).
addition([train(38845)], [train(8260)], 6).
addition([train(38352)], [train(54825)], 7).
addition([train(29798)], [train(30179)], 9).
addition([train(32175)], [train(34236)], 16).
addition([train(34919)], [train(57579)], 1).
addition([train(42498)], [train(42964)], 11).
addition([train(14997)], [train(49520)], 12).
addition([train(53246)], [train(53845)], 12).
addition([train(28911)], [train(6092)], 18).
addition([train(21983)], [train(56383)], 5).
addition([train(10567)], [train(56820)], 5).
addition([train(20185)], [train(29784)], 7).
addition([train(24080)], [train(52311)], 10).
addition([train(53772)], [train(49800)], 2).
addition([train(54439)], [train(24336)], 10).
addition([train(58841)], [train(15206)], 7).
addition([train(42501)], [train(36236)], 12).
addition([train(27003)], [train(15847)], 4).
addition([train(2492)], [train(32077)], 9).
addition([train(238)], [train(34488)], 12).
addition([train(54068)], [train(15399)], 6).
addition([train(40729)], [train(59944)], 7).
addition([train(53619)], [train(47733)], 10).
addition([train(45077)], [train(47467)], 4).
addition([train(8713)], [train(302)], 11).
addition([train(32419)], [train(18099)], 7).
addition([train(50098)], [train(31672)], 12).
addition([train(25769)], [train(51120)], 7).
addition([train(53162)], [train(52339)], 8).
addition([train(34257)], [train(21577)], 10).
addition([train(45691)], [train(21361)], 16).
addition([train(41415)], [train(26787)], 11).
addition([train(49043)], [train(21404)], 12).
addition([train(59304)], [train(1236)], 15).
addition([train(45735)], [train(38844)], 15).
addition([train(34613)], [train(18486)], 1).
addition([train(51325)], [train(10352)], 4).
addition([train(26680)], [train(12775)], 8).
addition([train(37416)], [train(39715)], 2).
addition([train(59845)], [train(18274)], 10).
addition([train(53389)], [train(55902)], 11).
addition([train(59233)], [train(27335)], 5).
addition([train(27343)], [train(31145)], 0).
addition([train(59540)], [train(5987)], 9).
addition([train(20927)], [train(50423)], 6).
addition([train(26492)], [train(532)], 9).
addition([train(4552)], [train(19819)], 7).
addition([train(7263)], [train(30817)], 8).
addition([train(53400)], [train(55101)], 12).
addition([train(7108)], [train(7742)], 18).
addition([train(35756)], [train(12395)], 8).
addition([train(48421)], [train(18083)], 5).
addition([train(39999)], [train(31499)], 10).
addition([train(31959)], [train(28489)], 8).
addition([train(35313)], [train(35673)], 5).
addition([train(30344)], [train(56422)], 6).
addition([train(54423)], [train(32232)], 12).
addition([train(28473)], [train(37303)], 9).
addition([train(12585)], [train(38075)], 9).
addition([train(8140)], [train(25874)], 15).
addition([train(34706)], [train(15655)], 5).
addition([train(33517)], [train(51583)], 15).
addition([train(23313)], [train(57146)], 6).
addition([train(28568)], [train(12831)], 9).
addition([train(37173)], [train(17630)], 13).
addition([train(19013)], [train(45409)], 8).
addition([train(44019)], [train(20845)], 3).
addition([train(22537)], [train(59861)], 12).
addition([train(15828)], [train(34457)], 0).
addition([train(53371)], [train(50001)], 9).
addition([train(28234)], [train(38891)], 6).
addition([train(37503)], [train(52337)], 10).
addition([train(40110)], [train(56105)], 14).
addition([train(40021)], [train(46589)], 14).
addition([train(1297)], [train(3823)], 13).
addition([train(51717)], [train(45736)], 6).
addition([train(58270)], [train(46822)], 5).
addition([train(45739)], [train(57782)], 18).
addition([train(54026)], [train(10217)], 17).
addition([train(7707)], [train(26472)], 6).
addition([train(18597)], [train(5703)], 11).
addition([train(19496)], [train(22087)], 7).
addition([train(20226)], [train(5836)], 16).
addition([train(1543)], [train(38176)], 14).
addition([train(47332)], [train(18138)], 18).
addition([train(45610)], [train(47912)], 5).
addition([train(49979)], [train(20744)], 10).
addition([train(27847)], [train(33115)], 7).
addition([train(54418)], [train(52404)], 4).
addition([train(22754)], [train(18359)], 8).
addition([train(50710)], [train(20647)], 15).
addition([train(45244)], [train(9555)], 18).
addition([train(44832)], [train(20121)], 10).
addition([train(12470)], [train(20677)], 14).
addition([train(59389)], [train(34866)], 10).
addition([train(12276)], [train(40740)], 2).
addition([train(56446)], [train(57056)], 9).
addition([train(9825)], [train(17249)], 15).
addition([train(18822)], [train(36865)], 13).
addition([train(40981)], [train(11896)], 10).
addition([train(35989)], [train(54716)], 5).
addition([train(43871)], [train(52585)], 5).
addition([train(54191)], [train(14508)], 5).
addition([train(49032)], [train(28004)], 12).
addition([train(7122)], [train(18051)], 17).
addition([train(26540)], [train(21997)], 11).
addition([train(12502)], [train(55881)], 8).
addition([train(703)], [train(988)], 11).
addition([train(7799)], [train(11000)], 14).
addition([train(32052)], [train(38867)], 8).
addition([train(44048)], [train(5886)], 9).
addition([train(38252)], [train(44837)], 8).
addition([train(45004)], [train(10714)], 9).
addition([train(50911)], [train(36462)], 3).
addition([train(23240)], [train(44956)], 5).
addition([train(26591)], [train(31816)], 15).
addition([train(3544)], [train(43846)], 17).
addition([train(55492)], [train(14727)], 14).
addition([train(27826)], [train(42530)], 10).
addition([train(58817)], [train(54508)], 17).
addition([train(53024)], [train(48385)], 8).
addition([train(11401)], [train(24907)], 13).
addition([train(32229)], [train(18288)], 9).
addition([train(44688)], [train(15233)], 7).
addition([train(28991)], [train(30649)], 8).
addition([train(24300)], [train(34535)], 15).
addition([train(38315)], [train(33208)], 3).
addition([train(13617)], [train(21801)], 7).
addition([train(27259)], [train(57697)], 13).
addition([train(22002)], [train(9252)], 5).
addition([train(17345)], [train(14079)], 9).
addition([train(22866)], [train(16477)], 14).
addition([train(22407)], [train(4972)], 3).
addition([train(6832)], [train(4135)], 4).
addition([train(18012)], [train(45671)], 17).
addition([train(49578)], [train(58609)], 8).
addition([train(39308)], [train(53736)], 17).
addition([train(1540)], [train(24076)], 10).
addition([train(39362)], [train(26923)], 1).
addition([train(42521)], [train(6254)], 7).
addition([train(15966)], [train(15792)], 9).
addition([train(34263)], [train(47061)], 8).
addition([train(6443)], [train(45055)], 3).
addition([train(46467)], [train(24629)], 4).
addition([train(3177)], [train(28931)], 9).
addition([train(43143)], [train(8526)], 13).
addition([train(53696)], [train(21080)], 8).
addition([train(6921)], [train(40911)], 9).
addition([train(34916)], [train(25930)], 12).
addition([train(14025)], [train(10374)], 12).
addition([train(37747)], [train(58847)], 8).
addition([train(40948)], [train(16079)], 9).
addition([train(39051)], [train(44954)], 8).
addition([train(30396)], [train(54136)], 13).
addition([train(4187)], [train(24133)], 3).
addition([train(41708)], [train(4774)], 9).
addition([train(12602)], [train(55486)], 10).
addition([train(16963)], [train(59639)], 6).
addition([train(39835)], [train(48322)], 7).
addition([train(36306)], [train(28069)], 10).
addition([train(47486)], [train(22571)], 11).
addition([train(32908)], [train(9590)], 10).
addition([train(49329)], [train(39761)], 6).
addition([train(50429)], [train(38131)], 12).
addition([train(248)], [train(6571)], 7).
addition([train(45436)], [train(17205)], 10).
addition([train(26883)], [train(53877)], 8).
addition([train(33781)], [train(21902)], 6).
addition([train(28706)], [train(20572)], 10).
addition([train(45432)], [train(36809)], 5).
addition([train(54598)], [train(57062)], 13).
addition([train(50485)], [train(51886)], 5).
addition([train(3932)], [train(39194)], 6).
addition([train(23908)], [train(52430)], 9).
addition([train(33446)], [train(38034)], 8).
addition([train(7961)], [train(13170)], 13).
addition([train(31296)], [train(16455)], 2).
addition([train(19516)], [train(2360)], 5).
addition([train(1230)], [train(19588)], 1).
addition([train(55514)], [train(50698)], 16).
addition([train(21270)], [train(37498)], 13).
addition([train(15163)], [train(35720)], 3).
addition([train(58636)], [train(30167)], 12).
addition([train(26581)], [train(56992)], 8).
addition([train(37660)], [train(35023)], 4).
addition([train(41222)], [train(48666)], 4).
addition([train(39063)], [train(405)], 7).
addition([train(51229)], [train(17176)], 13).
addition([train(28558)], [train(22360)], 13).
addition([train(38190)], [train(15661)], 11).
addition([train(7744)], [train(35718)], 12).
addition([train(43632)], [train(38193)], 5).
addition([train(52745)], [train(54832)], 1).
addition([train(54669)], [train(7257)], 9).
